,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1772,GUNUNG,-6.23542775,106.792201181908,"Bakso Sehat Bakso Atom ""Pakubuwono""",-6.236621492868448,106.78983181577046,Indonesian Meatball Place
1773,GUNUNG,-6.23542775,106.792201181908,Soto Ceker Kerinci,-6.237335389934951,106.7882987272189,Food & Drink Shop
1774,GUNUNG,-6.23542775,106.792201181908,RM Pak Tardja,-6.239375879101536,106.79196792477185,Food Truck
1775,GUNUNG,-6.23542775,106.792201181908,HeyFolks! Shop,-6.238482754093181,106.79008952390616,Music Store
1776,GUNUNG,-6.23542775,106.792201181908,Lapangan Tennis Pati Unus,-6.235338146659912,106.79598866934471,Track
1777,GUNUNG,-6.23542775,106.792201181908,Lapangan Tenis Pati Unus,-6.235088,106.79610027,Gym / Fitness Center
1778,GUNUNG,-6.23542775,106.792201181908,Teras Agogo,-6.235019,106.796382,Food Court
1779,KRAMAT PELA,-6.2455529,106.793059137416,Tanamera Coffee Roastery,-6.24572839199467,106.79178152195976,Coffee Shop
1780,KRAMAT PELA,-6.2455529,106.793059137416,"Soto Jakarta ""Bang Madun""",-6.244735302971088,106.79363276495309,Food Truck
1781,KRAMAT PELA,-6.2455529,106.793059137416,Soto Padang H. St. Mangkuto,-6.247013889670967,106.79193951257776,Soup Place
1782,KRAMAT PELA,-6.2455529,106.793059137416,Kopi Kalyan,-6.244444,106.793626,Coffee Shop
1783,KRAMAT PELA,-6.2455529,106.793059137416,Soto & Sop Kaki Sapi (H. Agus),-6.24471950385816,106.79368584269284,Indonesian Restaurant
1784,KRAMAT PELA,-6.2455529,106.793059137416,Dapur Cokelat,-6.243720081617113,106.79165769069141,Dessert Shop
1785,KRAMAT PELA,-6.2455529,106.793059137416,"BERANDA Kitchen, Coffee & Terrace Lounge",-6.245111629996026,106.79194571761577,Restaurant
1786,KRAMAT PELA,-6.2455529,106.793059137416,Yoiko Ramen 415,-6.244547680988126,106.79577830233912,Japanese Restaurant
1787,KRAMAT PELA,-6.2455529,106.793059137416,Hotel Gran Mahakam,-6.244564955505772,106.79561948947216,Hotel
1788,KRAMAT PELA,-6.2455529,106.793059137416,Ranch Market,-6.246326852669402,106.79433039156659,Gourmet Shop
1789,KRAMAT PELA,-6.2455529,106.793059137416,Warung Sambel Barito,-6.247031872560047,106.79484827890812,Indonesian Restaurant
1790,KRAMAT PELA,-6.2455529,106.793059137416,Starbucks,-6.246255874430706,106.79425957026979,Coffee Shop
1791,KRAMAT PELA,-6.2455529,106.793059137416,1/15 Coffee,-6.24821574672971,106.79024918006844,Coffee Shop
1792,KRAMAT PELA,-6.2455529,106.793059137416,Glosis,-6.246176947807699,106.79409845413056,Breakfast Spot
1793,KRAMAT PELA,-6.2455529,106.793059137416,akasya express,-6.248343994618491,106.79209813890249,Indonesian Restaurant
1794,KRAMAT PELA,-6.2455529,106.793059137416,Restoran Padang Kebayoran Baru,-6.24652570287476,106.78974613778794,Indonesian Restaurant
1795,KRAMAT PELA,-6.2455529,106.793059137416,Le Gran Cafe,-6.244511690052024,106.79569771170453,Buffet
1796,KRAMAT PELA,-6.2455529,106.793059137416,Namarina,-6.246676296346832,106.79130521658772,Dance Studio
1797,KRAMAT PELA,-6.2455529,106.793059137416,Tokyo Skipjack,-6.242524,106.796074,Steakhouse
1798,KRAMAT PELA,-6.2455529,106.793059137416,Soto Kudus Blok M,-6.248198467005779,106.79196759455023,Soup Place
1799,KRAMAT PELA,-6.2455529,106.793059137416,Sampit Residence managed by FLAT06.,-6.24537962173124,106.79700466352033,Hotel
1800,KRAMAT PELA,-6.2455529,106.793059137416,Gulai Tikungan (Gultik) Barito,-6.2443544333268,106.79536098582054,Food Truck
1801,KRAMAT PELA,-6.2455529,106.793059137416,Cozy Spa,-6.248528481632814,106.79046472745537,Spa
1802,KRAMAT PELA,-6.2455529,106.793059137416,Bubur Ayam Special Barito,-6.249536844365765,106.79350602927994,Food Truck
1803,KRAMAT PELA,-6.2455529,106.793059137416,Kokuo Eastern Reflexology,-6.2451801223831165,106.79562289764824,Massage Studio
1804,KRAMAT PELA,-6.2455529,106.793059137416,KOI,-6.244127008516643,106.79587829808088,Restaurant
1805,KRAMAT PELA,-6.2455529,106.793059137416,Beer Garden,-6.2493963070149485,106.79174172346468,Beer Garden
1806,KRAMAT PELA,-6.2455529,106.793059137416,Sarang Oci,-6.243263980263838,106.79641713569977,Manadonese Restaurant
1807,KRAMAT PELA,-6.2455529,106.793059137416,Vivi Toko Kue,-6.248922611650867,106.79599028099085,Snack Place
1808,KRAMAT PELA,-6.2455529,106.793059137416,En Okonomi Dining,-6.245836702348853,106.79625096075702,Japanese Restaurant
1809,KRAMAT PELA,-6.2455529,106.793059137416,Bornga 본가,-6.242403171078978,106.79614933873034,Korean Restaurant
1810,KRAMAT PELA,-6.2455529,106.793059137416,Ramen 38 (Sanpachi),-6.245845067253836,106.79627619687523,Noodle House
1811,KRAMAT PELA,-6.2455529,106.793059137416,"Chung Hae (Sashimi & Sushi) , Korean Japanese Restaurant",-6.24396716739365,106.7960653450323,Korean Restaurant
1812,KRAMAT PELA,-6.2455529,106.793059137416,Aya Japanese Restaurant,-6.2444375179820275,106.79576423927107,Japanese Restaurant
1813,KRAMAT PELA,-6.2455529,106.793059137416,Bubur barito,-6.247823299411719,106.79201401014691,Food Truck
1814,KRAMAT PELA,-6.2455529,106.793059137416,Aoki Japanese Cuisine,-6.244508227945428,106.79569744551449,Japanese Restaurant
1815,KRAMAT PELA,-6.2455529,106.793059137416,Sate Ayam & Kambing RSPP Pak Muri,-6.2418610194951825,106.79176630136723,Food Truck
1816,KRAMAT PELA,-6.2455529,106.793059137416,Mr Mrs Coffee,-6.245295680522942,106.79610388594718,Coffee Shop
1817,KRAMAT PELA,-6.2455529,106.793059137416,Mie Ayam Ny. Wong,-6.245489045942996,106.79012712613189,Chinese Restaurant
1818,KRAMAT PELA,-6.2455529,106.793059137416,Roti Eneng,-6.244936864709507,106.78974791867773,Bakery
1819,KRAMAT PELA,-6.2455529,106.793059137416,Yoshinoya (吉野家),-6.24271285865809,106.79620842990202,Japanese Restaurant
1820,KRAMAT PELA,-6.2455529,106.793059137416,Corica,-6.245307314792591,106.79560869856861,Dessert Shop
1821,KRAMAT PELA,-6.2455529,106.793059137416,Kambing Bakar Cairo,-6.246156562784789,106.79564090968245,African Restaurant
1822,KRAMAT PELA,-6.2455529,106.793059137416,Rumah Makan Nusa Indah,-6.246275185579357,106.79196568001242,Indonesian Restaurant
1823,KRAMAT PELA,-6.2455529,106.793059137416,Mel's Meat Factory,-6.242932304334976,106.79350693887446,Steakhouse
1824,KRAMAT PELA,-6.2455529,106.793059137416,Ambassador Cafe,-6.2425181497103255,106.79619000611454,Café
1825,KRAMAT PELA,-6.2455529,106.793059137416,Phoenam Ahmad Dahlan,-6.247886419750221,106.7921637876813,Coffee Shop
1826,KRAMAT PELA,-6.2455529,106.793059137416,Mood Coffee,-6.243137403771868,106.79628252983092,Coffee Shop
1827,KRAMAT PELA,-6.2455529,106.793059137416,Skut kopi,-6.243140160521244,106.79334194200798,Coffee Shop
1828,KRAMAT PELA,-6.2455529,106.793059137416,"Sop & Soto Sumsum ""Agus""",-6.244627717495331,106.79365513991362,Soup Place
1829,KRAMAT PELA,-6.2455529,106.793059137416,Broti (Brood en Thee),-6.248069619107465,106.79186777774831,Café
1830,KRAMAT PELA,-6.2455529,106.793059137416,Cardea Physiotherapy & Pilates,-6.24888260687176,106.79066425872844,Sports Club
1831,KRAMAT PELA,-6.2455529,106.793059137416,H.E.M.A. Dutch Resto,-6.246028026781806,106.7918879178495,Dutch Restaurant
1832,KRAMAT PELA,-6.2455529,106.793059137416,FamilyMart,-6.24281899,106.79604289,Convenience Store
1833,KRAMAT PELA,-6.2455529,106.793059137416,Bakmi Jhon,-6.2455610430492685,106.79607907094909,Noodle House
1834,KRAMAT PELA,-6.2455529,106.793059137416,Segoan,-6.243370148906898,106.79324679744421,Comfort Food Restaurant
1835,KRAMAT PELA,-6.2455529,106.793059137416,Pondok Ikan Bakar Ujung Pandang,-6.248329698379776,106.79025027848213,Seafood Restaurant
1836,KRAMAT PELA,-6.2455529,106.793059137416,Papaya Xpress,-6.2457280511989595,106.78890638249617,Grocery Store
1837,KRAMAT PELA,-6.2455529,106.793059137416,Clairmont Patisserie,-6.248773287878742,106.79063219156599,Bakery
1838,KRAMAT PELA,-6.2455529,106.793059137416,Ayam Tulang Lunak Hayam Wuruk,-6.246500420228283,106.79180829024243,Indonesian Restaurant
1839,KRAMAT PELA,-6.2455529,106.793059137416,D Gallerie,-6.2419536164601945,106.79309897040318,Art Gallery
1840,KRAMAT PELA,-6.2455529,106.793059137416,Soto jakarta M Abas,-6.2478978226758235,106.79485142114967,Soup Place
1841,KRAMAT PELA,-6.2455529,106.793059137416,MINISTOP,-6.2479411081045875,106.79508218311058,Convenience Store
1842,KRAMAT PELA,-6.2455529,106.793059137416,Pasar Hewan Barito,-6.243172275810942,106.79317350534035,Pet Store
1843,KRAMAT PELA,-6.2455529,106.793059137416,Osu! Skewers & Bar,-6.246845999649456,106.78957149831815,Japanese Restaurant
1844,KRAMAT PELA,-6.2455529,106.793059137416,Iga Panggang Panglima - BBQ Ribs,-6.244936261339241,106.78884827540656,BBQ Joint
1845,KRAMAT PELA,-6.2455529,106.793059137416,Hospitalis Resto & Bar,-6.24612194964309,106.792025513151,Gastropub
1846,KRAMAT PELA,-6.2455529,106.793059137416,Apotik Melawai,-6.245873094884179,106.79752513981352,Optical Shop
1847,KRAMAT PELA,-6.2455529,106.793059137416,Circle K,-6.243725813277129,106.79169149387006,Convenience Store
1848,KRAMAT PELA,-6.2455529,106.793059137416,Warung Pasta,-6.242449533258766,106.79621934046389,Italian Restaurant
1849,KRAMAT PELA,-6.2455529,106.793059137416,GREENWOOD COFFEE,-6.249073980428636,106.79385167219348,Coffee Shop
1850,KRAMAT PELA,-6.2455529,106.793059137416,Sam's Strawberry Corner (Gandaria),-6.244672944345815,106.78957725892796,Noodle House
1851,KRAMAT PELA,-6.2455529,106.793059137416,Taman Langsat,-6.244497321551405,106.79291843754892,Park
1852,KRAMAT PELA,-6.2455529,106.793059137416,Optik Melawai,-6.245857851494882,106.79748550295113,Optical Shop
1853,KRAMAT PELA,-6.2455529,106.793059137416,WannaB Production Cafe & Resto,-6.244179937636001,106.79187355335559,Café
1854,KRAMAT PELA,-6.2455529,106.793059137416,XGraphics,-6.2481758237991905,106.79020725912612,Paper / Office Supplies Store
1855,KRAMAT PELA,-6.2455529,106.793059137416,Andrue's,-6.249207924541175,106.79170576557496,Café
1856,KRAMAT PELA,-6.2455529,106.793059137416,Rumah Yoga,-6.24339147513067,106.79594774091734,Gym / Fitness Center
1857,KRAMAT PELA,-6.2455529,106.793059137416,Studio ABBE,-6.246318971699757,106.78933902142954,Music Venue
1858,KRAMAT PELA,-6.2455529,106.793059137416,Cafe Safari Steak & Seafood,-6.24394610173173,106.79173052835327,Steakhouse
1859,KRAMAT PELA,-6.2455529,106.793059137416,Tomodachi Cafe,-6.245896,106.79178,Steakhouse
1860,KRAMAT PELA,-6.2455529,106.793059137416,Gultik Pakde Mayestik,-6.245995790727656,106.78896663511252,Food Truck
1861,KRAMAT PELA,-6.2455529,106.793059137416,Grand Central,-6.243004529224128,106.79647811692196,Chinese Restaurant
1862,KRAMAT PELA,-6.2455529,106.793059137416,Evergreen Salon,-6.249788814103875,106.79353534617529,Salon / Barbershop
1863,KRAMAT PELA,-6.2455529,106.793059137416,Strawberry Cafe,-6.249008567477163,106.79097175598145,Café
1864,KRAMAT PELA,-6.2455529,106.793059137416,Clairmont Patisserie,-6.243220897566656,106.79651033792726,Bakery
1865,KRAMAT PELA,-6.2455529,106.793059137416,Cosmo,-6.242543623449247,106.79617667165122,Supermarket
1866,GANDARIA UTARA,-6.2566117,106.79033869006,Sushi Tengoku,-6.255323123088065,106.79034405439316,Sushi Restaurant
1867,GANDARIA UTARA,-6.2566117,106.79033869006,Taman Radio Dalam®,-6.255619187266451,106.78881109912344,Dog Run
1868,GANDARIA UTARA,-6.2566117,106.79033869006,Domino's Pizza Radio Dalam,-6.25732,106.789914,Pizza Place
1869,GANDARIA UTARA,-6.2566117,106.79033869006,Grand Lucky Superstore,-6.25389866351767,106.79087814768558,Supermarket
1870,GANDARIA UTARA,-6.2566117,106.79033869006,Soto Sulung Koperia,-6.254219046351001,106.79083935974649,Soup Place
1871,GANDARIA UTARA,-6.2566117,106.79033869006,Nasi Uduk Kebon Kacang Zainal Fanani (Cabang Radio Dalam),-6.254673249432257,106.79062380083805,Indonesian Restaurant
1872,GANDARIA UTARA,-6.2566117,106.79033869006,Bakmi Jawa Radar,-6.25678370091499,106.78993348862613,Indonesian Restaurant
1873,GANDARIA UTARA,-6.2566117,106.79033869006,LeBoeuf Steak,-6.258908569518814,106.78937563767289,Steakhouse
1874,GANDARIA UTARA,-6.2566117,106.79033869006,Pempek Palembang & Otak-Otak 161,-6.252602939549664,106.79115281610538,Indonesian Restaurant
1875,GANDARIA UTARA,-6.2566117,106.79033869006,Street Food Festival,-6.258632438563704,106.78944476493992,Café
1876,GANDARIA UTARA,-6.2566117,106.79033869006,Bakmi roxy,-6.260438289143434,106.78886294444114,Noodle House
1877,GANDARIA UTARA,-6.2566117,106.79033869006,Apotik Kimia Farma,-6.255800320470118,106.79039933035742,Pharmacy
1878,GANDARIA UTARA,-6.2566117,106.79033869006,Alpen Apple Pie,-6.258832504605531,106.78944630111414,Bakery
1879,GANDARIA UTARA,-6.2566117,106.79033869006,Sop Kaki Kambing Dudung Roxy Radal,-6.256645,106.789965,Betawinese Restaurant
1880,GANDARIA UTARA,-6.2566117,106.79033869006,Bakmi Roxy,-6.260625021101926,106.78894935333062,Food Truck
1881,GANDARIA UTARA,-6.2566117,106.79033869006,Eiger Adventure Store,-6.25238936691091,106.79127933360193,Sporting Goods Shop
1882,GANDARIA UTARA,-6.2566117,106.79033869006,NOIR Cafe,-6.25924695144254,106.78908348083496,Café
1883,GANDARIA UTARA,-6.2566117,106.79033869006,Pempek 161,-6.252512977649642,106.79112984158799,Indonesian Restaurant
1884,GANDARIA UTARA,-6.2566117,106.79033869006,Sate Padang SALERO,-6.252558408133637,106.7911787141933,Food Truck
1885,GANDARIA UTARA,-6.2566117,106.79033869006,Steak Hotel by Holycow! TKP Radal,-6.258843537509025,106.7894967462773,Steakhouse
1886,GANDARIA UTARA,-6.2566117,106.79033869006,Pempek Pak Raden,-6.259807324505873,106.78917429092839,Indonesian Restaurant
1887,GANDARIA UTARA,-6.2566117,106.79033869006,Dim Sum Festival,-6.258493611890287,106.78939216358471,Dim Sum Restaurant
1888,GANDARIA UTARA,-6.2566117,106.79033869006,Kwetiau Sapi 555 Pontianak,-6.260643971704642,106.78897577892259,Chinese Restaurant
1889,CIPETE UTARA,-6.26100925,106.804053865612,NET Car Wash & NAT Snack,-6.261674869670513,106.80843828797698,Snack Place
1890,CIPETE UTARA,-6.26100925,106.804053865612,Taman Vila Sawo,-6.261781348570376,106.80025192297215,Playground
1891,CIPETE UTARA,-6.26100925,106.804053865612,Lauw Bakery,-6.260266803935855,106.80081649029997,Bakery
1892,CIPETE UTARA,-6.26100925,106.804053865612,RM. Padang Piaman Laweh,-6.260121470775564,106.80177569389343,Asian Restaurant
1893,CIPETE UTARA,-6.26100925,106.804053865612,Starmart Mini Mart,-6.257796525906566,106.8050479888916,Food & Drink Shop
1894,CIPETE UTARA,-6.26100925,106.804053865612,sop buah,-6.2597588653761465,106.80079936981201,Dessert Shop
1895,MELAWAI,-6.24614805,106.802655782026,Hotel GranDhika Iskandarsyah Jakarta,-6.244813326829606,106.80398854077686,Hotel
1896,MELAWAI,-6.24614805,106.802655782026,"Ayam Goreng ""Berkah"" Rachmat",-6.246794917923718,106.80062759009058,Fried Chicken Joint
1897,MELAWAI,-6.24614805,106.802655782026,Bakmi GM,-6.246239025188299,106.80318084320058,Noodle House
1898,MELAWAI,-6.24614805,106.802655782026,Djule Kofi,-6.245838852531631,106.8011936818556,Coffee Shop
1899,MELAWAI,-6.24614805,106.802655782026,Honey & Me,-6.247652102022487,106.80220287240348,Coffee Shop
1900,MELAWAI,-6.24614805,106.802655782026,SATE.KU,-6.246861745517805,106.80061466937028,Restaurant
1901,MELAWAI,-6.24614805,106.802655782026,Segar Sehat,-6.246119786921311,106.8050422634368,Spa
1902,MELAWAI,-6.24614805,106.802655782026,Starbucks,-6.244274434826526,106.80282684459101,Coffee Shop
1903,MELAWAI,-6.24614805,106.802655782026,Daitokyo Sakaba,-6.2450724248564065,106.8002476365744,Japanese Restaurant
1904,MELAWAI,-6.24614805,106.802655782026,Lokananta Terrace Resto,-6.247727385083528,106.80116887321493,Restaurant
1905,MELAWAI,-6.24614805,106.802655782026,AGNEYA,-6.249303,106.803769,Indonesian Restaurant
1906,MELAWAI,-6.24614805,106.802655782026,Patio Trattoria & Pizzeria,-6.24962482117976,106.801617098047,Italian Restaurant
1907,MELAWAI,-6.24614805,106.802655782026,Miu 美卯,-6.244469720610765,106.79952466111405,Japanese Restaurant
1908,MELAWAI,-6.24614805,106.802655782026,Itje Her,-6.248239926442392,106.80211477650829,Salon / Barbershop
1909,MELAWAI,-6.24614805,106.802655782026,海宝丸 Kaihomaru,-6.244454350757488,106.79962152834834,Sushi Restaurant
1910,MELAWAI,-6.24614805,106.802655782026,Kira Kira Ginza キラキラ銀座,-6.245139349881184,106.80040579105105,Japanese Restaurant
1911,MELAWAI,-6.24614805,106.802655782026,Filosofi Kopi,-6.244444051109475,106.7997535384983,Coffee Shop
1912,MELAWAI,-6.24614805,106.802655782026,Berliner Imbiss,-6.248792788519511,106.80329369023556,Food Truck
1913,MELAWAI,-6.24614805,106.802655782026,Starbucks Coffee Melawai,-6.24542503361008,106.79887124998227,Coffee Shop
1914,MELAWAI,-6.24614805,106.802655782026,Sushi Kawana,-6.245242047678463,106.79956741580406,Sushi Restaurant
1915,MELAWAI,-6.24614805,106.802655782026,Papaya Fresh Gallery,-6.24581958935857,106.7987019282898,Supermarket
1916,MELAWAI,-6.24614805,106.802655782026,Fajar International Restaurant,-6.246391781962396,106.79988078943013,Chinese Restaurant
1917,MELAWAI,-6.24614805,106.802655782026,居酒屋かしわ Kashiwa,-6.244717815737684,106.79882425455597,Japanese Restaurant
1918,MELAWAI,-6.24614805,106.802655782026,Kari Umbi Restaurant,-6.2475405254764755,106.79990146226864,Snack Place
1919,MELAWAI,-6.24614805,106.802655782026,Sate Apjay,-6.2495208775268285,106.79980257448013,Food Truck
1920,MELAWAI,-6.24614805,106.802655782026,MOS Cafe,-6.2457540728693335,106.79861976608457,Burger Joint
1921,MELAWAI,-6.24614805,106.802655782026,Meal and Meet: Makan-Makan,-6.2465474192943775,106.80693839227611,Restaurant
1922,MELAWAI,-6.24614805,106.802655782026,1953 Restaurant Indonesien,-6.2496214342852925,106.80035825524773,Indonesian Restaurant
1923,MELAWAI,-6.24614805,106.802655782026,Firman Salon,-6.248000652783382,106.80640463113647,Salon / Barbershop
1924,MELAWAI,-6.24614805,106.802655782026,Soto Apjay Panglima Polim,-6.24956900701779,106.79987197929486,Diner
1925,PULO,-6.2526004,106.804728517814,The Dharmawangsa Hotel,-6.253231925156688,106.80498361587524,Hotel
1926,PULO,-6.2526004,106.804728517814,Ivy Restaurant,-6.254713416022013,106.80433752670524,Comfort Food Restaurant
1927,PULO,-6.2526004,106.804728517814,Grand Ballroom - The Dharmawangsa Hotel,-6.253673124503477,106.8046956297367,Event Space
1928,PULO,-6.2526004,106.804728517814,Starbucks,-6.253260273817504,106.80146882362841,Coffee Shop
1929,PULO,-6.2526004,106.804728517814,Jakarta Restaurant - Hotel Dharmawangsa,-6.252774286358277,106.8051041104337,BBQ Joint
1930,PULO,-6.2526004,106.804728517814,Tulisan,-6.252924683082977,106.80153161095738,Women's Store
1931,PULO,-6.2526004,106.804728517814,AGNEYA,-6.249303,106.803769,Indonesian Restaurant
1932,PULO,-6.2526004,106.804728517814,ESCAPE COFFEE,-6.254728118313143,106.80336942055713,Coffee Shop
1933,PULO,-6.2526004,106.804728517814,99 Ranch Market,-6.252858077792832,106.80154047180065,Gourmet Shop
1934,PULO,-6.2526004,106.804728517814,The 101 Hotel Dharmawangsa,-6.254005616398434,106.80171519223738,Hotel
1935,PULO,-6.2526004,106.804728517814,The Yakinikuya Tokyo BBQ Dining,-6.2531408190948214,106.80158104511644,BBQ Joint
1936,PULO,-6.2526004,106.804728517814,BUTFIRST,-6.2545153912614735,106.80238313701688,Coffee Shop
1937,PULO,-6.2526004,106.804728517814,Teras Dharmawangsa Cafe,-6.252965731598768,106.80160008230051,Asian Restaurant
1938,PULO,-6.2526004,106.804728517814,Takemori Shabu-Shabu,-6.253234961280674,106.80171554352847,Japanese Restaurant
1939,PULO,-6.2526004,106.804728517814,Patio Trattoria & Pizzeria,-6.24962482117976,106.801617098047,Italian Restaurant
1940,PULO,-6.2526004,106.804728517814,Chung Gi Wa 청기와,-6.252590765031803,106.80020709858324,Korean Restaurant
1941,PULO,-6.2526004,106.804728517814,Burgreens Organic Eatery,-6.2523303,106.8012918,Burger Joint
1942,PULO,-6.2526004,106.804728517814,Madera Kitchen,-6.2534668152806265,106.80166928797338,Bistro
1943,PULO,-6.2526004,106.804728517814,The Darmawangsa Square,-6.25378650494499,106.80144309997559,Shopping Mall
1944,PULO,-6.2526004,106.804728517814,101 Hotel Darmawangsa,-6.25407821007947,106.80195173929698,Hotel
1945,PULO,-6.2526004,106.804728517814,Beauty Bar Darmawangsa,-6.252172839510954,106.80159997383944,Health & Beauty Service
1946,PULO,-6.2526004,106.804728517814,Prapanca21 - The House of Beauty & Wellness,-6.254612218208545,106.80815017700618,Spa
1947,PULO,-6.2526004,106.804728517814,The Harvest - Patissier & Chocolatier,-6.254971254252822,106.80195655511427,Dessert Shop
1948,PULO,-6.2526004,106.804728517814,Berliner Imbiss,-6.248792788519511,106.80329369023556,Food Truck
1949,PULO,-6.2526004,106.804728517814,Sushi Nobu,-6.252891415237437,106.80150092046452,Sushi Restaurant
1950,PULO,-6.2526004,106.804728517814,FJ rotisserie,-6.2528728147005035,106.80156062169591,American Restaurant
1951,PULO,-6.2526004,106.804728517814,Nasi Goreng Kambing Bumbu Kebuli,-6.250877837811427,106.80074735953055,Food Truck
1952,PULO,-6.2526004,106.804728517814,Poke Sushi,-6.252862460338416,106.80120612027471,Sushi Restaurant
1953,PULO,-6.2526004,106.804728517814,Subtitle Movie Rent,-6.253061285103481,106.80150747299194,Movie Theater
1954,PULO,-6.2526004,106.804728517814,Taco Local Pelaspas,-6.254536964367805,106.8023416827004,Taco Place
1955,PULO,-6.2526004,106.804728517814,Chronicle,-6.252531147175159,106.80130040628126,Cocktail Bar
1956,PULO,-6.2526004,106.804728517814,The American Club,-6.255389211624488,106.80702092945683,Performing Arts Venue
1957,PULO,-6.2526004,106.804728517814,Snctry,-6.254515038887605,106.80249291796814,Salad Place
1958,PULO,-6.2526004,106.804728517814,IWS Noodle Cafe,-6.253190670959027,106.80156083618746,Noodle House
1959,PULO,-6.2526004,106.804728517814,Sumpit Rice and Noodles,-6.252997932627384,106.80160564185333,Asian Restaurant
1960,PULO,-6.2526004,106.804728517814,Gelato Bar,-6.253340853643334,106.8015747613613,Ice Cream Shop
1961,PULO,-6.2526004,106.804728517814,Tator Café,-6.253263067064382,106.80162461174105,Coffee Shop
1962,PULO,-6.2526004,106.804728517814,Bakmi Jogja,-6.25496738392666,106.80215910727496,Noodle House
1963,PULO,-6.2526004,106.804728517814,Bunderan Prapanca,-6.249459686081036,106.80779162043498,Park
1964,PETOGOGAN,-6.2442328,106.811336873998,Pand'Or,-6.244619092565092,106.80967317127867,Bakery
1965,PETOGOGAN,-6.2442328,106.811336873998,Soto Kudus Blok M,-6.243622436071251,106.81123314259564,Soup Place
1966,PETOGOGAN,-6.2442328,106.811336873998,LEÓN,-6.2425577569403705,106.81338569359619,Lounge
1967,PETOGOGAN,-6.2442328,106.811336873998,Sophie Authentique Cikajang,-6.242158362232575,106.81003128113466,French Restaurant
1968,PETOGOGAN,-6.2442328,106.811336873998,Beau HQ,-6.241083977625061,106.81050782201042,Bakery
1969,PETOGOGAN,-6.2442328,106.811336873998,Institut Français d'Indonésie (IFI),-6.244053052266787,106.81072153859812,General College & University
1970,PETOGOGAN,-6.2442328,106.811336873998,Ombe Kofie Cikajang,-6.243184,106.809003,Café
1971,PETOGOGAN,-6.2442328,106.811336873998,Kopi Kalyan,-6.243168397638091,106.8091411465596,Coffee Shop
1972,PETOGOGAN,-6.2442328,106.811336873998,Sate Padang Ajo Ramon,-6.24303474332596,106.80901335847827,Padangnese Restaurant
1973,PETOGOGAN,-6.2442328,106.811336873998,Bakmi Boy,-6.241627666518714,106.81010792802716,Noodle House
1974,PETOGOGAN,-6.2442328,106.811336873998,Frangipani Café,-6.243131445762652,106.80902603325562,Dessert Shop
1975,PETOGOGAN,-6.2442328,106.811336873998,TITAN (Baking Ingredients & Tools),-6.240676557813218,106.81044001959492,Bakery
1976,PETOGOGAN,-6.2442328,106.811336873998,Pecel Ramidjan,-6.241819772843517,106.8077735127757,Javanese Restaurant
1977,PETOGOGAN,-6.2442328,106.811336873998,MM Juice & Restaurant,-6.241818546133179,106.81007506207922,Juice Bar
1978,PETOGOGAN,-6.2442328,106.811336873998,Kopi Tuku,-6.240110524849689,106.81216508162366,Coffee Shop
1979,PETOGOGAN,-6.2442328,106.811336873998,Mister Sunday,-6.241015794981347,106.81037191262514,Café
1980,PETOGOGAN,-6.2442328,106.811336873998,RM Akoen,-6.242527314111865,106.80786321155583,Chinese Restaurant
1981,PETOGOGAN,-6.2442328,106.811336873998,Kuetiaw Sapi Aciap,-6.243072606084413,106.80817843249228,Asian Restaurant
1982,PETOGOGAN,-6.2442328,106.811336873998,SERASA Coffeetaria,-6.240799,106.808538,Indonesian Restaurant
1983,PETOGOGAN,-6.2442328,106.811336873998,Inksomnia Concept Store,-6.241525,106.808452,Clothing Store
1984,PETOGOGAN,-6.2442328,106.811336873998,Kedai Kopipapi,-6.246277607766848,106.81534018382759,Snack Place
1985,PETOGOGAN,-6.2442328,106.811336873998,Pasar Santa,-6.239850492228473,106.81228067219219,Market
1986,PETOGOGAN,-6.2442328,106.811336873998,Lawson,-6.248357647126275,106.8127591496086,Snack Place
1987,RAWA BARAT,-6.2361199,106.813017514665,Sushi Hiro,-6.235139462756494,106.81336575620853,Japanese Restaurant
1988,RAWA BARAT,-6.2361199,106.813017514665,Bakso Kumis Lapangan Blok S,-6.236790487263234,106.81545273077997,Indonesian Meatball Place
1989,RAWA BARAT,-6.2361199,106.813017514665,Crematology Coffee Roasters,-6.2354654509089045,106.81372611523516,Coffee Shop
1990,RAWA BARAT,-6.2361199,106.813017514665,Rumah Makan Putri,-6.23713561944104,106.81105369548249,Javanese Restaurant
1991,RAWA BARAT,-6.2361199,106.813017514665,Ruci's Joint,-6.237568678931991,106.8145883533536,Restaurant
1992,RAWA BARAT,-6.2361199,106.813017514665,Okuzono,-6.233407658908758,106.81202375894324,Japanese Restaurant
1993,RAWA BARAT,-6.2361199,106.813017514665,Mandala Chinese Restaurant,-6.238909154726901,106.81227663583185,Chinese Restaurant
1994,RAWA BARAT,-6.2361199,106.813017514665,Pujasera Blok S,-6.236099742835935,106.81512303860659,Food Court
1995,RAWA BARAT,-6.2361199,106.813017514665,88 Korean Kitchen,-6.234749115130331,106.81539305226387,Korean Restaurant
1996,RAWA BARAT,-6.2361199,106.813017514665,3 Wise Monkeys,-6.23524010739696,106.81337812160936,Japanese Restaurant
